MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,ExterQual,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,BsmtHalfBath,TotalFullBath,TotalHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,YrSold,SaleCondition,SalePrice
20,RL,50,8000,Reg,NAmes,1Fam,1Story,6,6,1948,2002,VinylSd,TA,Gd,CBlock,ALQ,680,972,GasA,Ex,Y,972,1,0,2,0,1,0,2,1,TA,5,1,1,Y,2009,Normal,132000
190,RM,65,7800,Reg,OldTown,2fmCon,1.5Fin,5,7,1939,1950,MetalSd,TA,TA,CBlock,Rec,507,793,GasA,TA,Y,1118,1,0,2,0,1,0,3,1,TA,5,1,2,Y,2006,Normal,119900
20,RL,150,215245,IR3,Timber,1Fam,1Story,7,5,1965,1965,BrkFace,TA,TA,CBlock,ALQ,1236,2136,GasW,TA,Y,2036,2,0,4,0,2,0,3,1,TA,8,2,2,Y,2009,Normal,375000
70,RM,60,9600,Reg,OldTown,1Fam,2Story,7,7,1925,1990,Wd Sdng,TA,TA,BrkTil,LwQ,16,728,GasA,Ex,Y,1641,0,1,1,2,1,1,3,1,Ex,6,1,2,Y,2006,Normal,178000
60,RL,71,7795,IR1,Gilbert,1Fam,2Story,7,5,2004,2005,VinylSd,Gd,TA,PConc,GLQ,425,716,GasA,Ex,Y,1432,1,0,3,1,2,1,3,1,Gd,6,1,2,Y,2009,Normal,188500
60,RL,94,13005,IR1,NWAmes,1Fam,2Story,7,7,1980,1980,CemntBd,Gd,TA,CBlock,GLQ,692,845,GasA,TA,Y,2353,1,0,3,1,2,1,4,1,Ex,10,1,2,Y,2009,Normal,260000
60,FV,75,9000,Reg,Somerst,1Fam,2Story,8,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,1088,GasA,Ex,Y,1959,0,0,2,1,2,1,3,1,Gd,8,1,3,Y,2007,Normal,270000
60,RL,90,9900,Reg,NoRidge,1Fam,2Story,7,5,1993,1993,HdBoard,Gd,TA,PConc,GLQ,987,1347,GasA,Ex,Y,2646,1,0,3,1,2,1,4,1,Gd,9,1,3,Y,2009,Normal,260000
80,RL,NA,14115,Reg,NWAmes,1Fam,SLvl,7,5,1980,1980,Plywood,TA,TA,CBlock,GLQ,1036,1372,GasA,TA,Y,1472,1,0,3,0,2,0,3,1,TA,6,2,2,Y,2009,Normal,187500
60,RL,111,16259,Reg,NridgHt,1Fam,2Story,9,5,2006,2006,VinylSd,TA,TA,PConc,Unf,0,1249,GasA,Ex,Y,2596,0,0,3,1,3,1,4,1,Gd,9,0,3,Y,2006,Partial,342643
60,RL,99,12099,IR1,NridgHt,1Fam,2Story,8,5,2004,2004,VinylSd,Gd,TA,PConc,GLQ,970,1136,GasA,Ex,Y,2468,1,0,3,1,2,1,4,1,Gd,10,1,3,Y,2007,Normal,354000
60,RL,86,10380,IR1,SawyerW,1Fam,2Story,7,5,1986,1987,Plywood,Gd,TA,CBlock,LwQ,28,1502,GasA,Ex,Y,2730,1,0,3,1,2,1,4,1,Gd,8,1,2,Y,2007,Normal,301000
20,RM,49,5820,Reg,OldTown,1Fam,1Story,3,8,1955,2005,VinylSd,TA,Gd,CBlock,ALQ,256,1162,GasA,Ex,Y,1163,1,0,2,0,1,0,3,1,TA,6,0,1,Y,2006,Normal,126175
80,RL,96,11275,Reg,NAmes,1Fam,SLvl,7,7,1967,2007,Wd Sdng,Gd,Gd,CBlock,Unf,0,710,GasA,Ex,Y,2978,0,0,2,1,2,1,5,1,Gd,11,1,2,Y,2010,Normal,242000
45,RM,50,5000,Reg,IDOTRR,1Fam,1.5Unf,5,6,1941,1950,MetalSd,TA,TA,CBlock,BLQ,116,720,GasA,Po,N,803,0,0,1,0,1,0,2,1,TA,5,0,2,Y,2007,Normal,87000
120,RL,32,10846,IR1,Veenker,TwnhsE,1Story,8,5,1993,1993,BrkFace,Gd,TA,PConc,GLQ,1619,1719,GasA,Ex,Y,1719,2,0,3,1,1,1,1,1,Gd,6,2,2,Y,2008,Normal,324000
20,RL,80,11600,Reg,NAmes,1Fam,1Story,6,5,1960,1960,Wd Sdng,TA,TA,CBlock,Rec,565,1383,GasA,TA,Y,1383,0,0,1,1,1,1,3,1,TA,7,0,1,Y,2006,Normal,145250
75,RL,NA,11888,IR1,BrkSide,1Fam,2.5Unf,6,6,1916,1994,Wd Sdng,TA,TA,BrkTil,Unf,0,844,GasA,Gd,N,2134,0,0,2,0,2,0,5,1,Gd,10,0,2,Y,2009,Normal,214500
70,RM,60,6402,Reg,IDOTRR,1Fam,2Story,5,5,1920,1950,Wd Sdng,TA,TA,PConc,Unf,0,596,GasA,TA,N,1192,0,0,1,0,1,0,3,1,TA,6,0,1,N,2009,Normal,78000
90,RL,NA,10624,IR1,NAmes,Duplex,1Story,5,4,1964,1964,HdBoard,TA,TA,CBlock,GLQ,40,1728,GasA,TA,Y,1728,0,1,2,1,2,0,6,2,TA,10,0,1,Y,2007,Normal,119000
20,RL,70,8176,Reg,NAmes,1Fam,1Story,5,6,1958,1992,Wd Sdng,TA,TA,CBlock,Rec,846,1056,GasA,Fa,Y,1056,1,0,2,0,1,0,3,1,TA,6,0,1,Y,2007,Normal,139000
20,RL,85,10655,IR1,NridgHt,1Fam,1Story,8,5,2003,2004,VinylSd,Gd,TA,PConc,GLQ,1124,3206,GasA,Ex,Y,1629,1,0,3,0,2,0,3,1,Gd,7,1,3,Y,2009,Normal,284000
120,RM,59,8198,Reg,NridgHt,TwnhsE,1Story,7,5,2004,2004,VinylSd,Gd,TA,PConc,GLQ,720,1358,GasA,Ex,Y,1358,1,0,3,0,2,0,2,1,Gd,6,1,2,Y,2008,Normal,207000
60,RL,59,9042,IR1,Gilbert,1Fam,2Story,6,5,1998,1998,VinylSd,TA,TA,PConc,GLQ,828,943,GasA,Gd,Y,1638,1,0,3,1,2,1,3,1,TA,7,2,2,Y,2008,Normal,192000
190,RL,NA,164660,IR1,Timber,2fmCon,1.5Fin,5,6,1965,1965,Plywood,TA,TA,CBlock,ALQ,1249,1499,GasA,Ex,Y,1786,2,0,4,0,2,0,3,1,TA,7,2,2,Y,2008,Normal,228950
20,RL,86,14157,IR1,StoneBr,1Fam,1Story,9,5,2005,2006,VinylSd,Gd,TA,PConc,GLQ,1249,1922,GasA,Ex,Y,1922,1,0,3,0,2,0,3,1,Gd,8,1,3,Y,2007,Normal,377426
20,RL,70,9135,Reg,CollgCr,1Fam,1Story,7,5,2002,2003,VinylSd,Gd,TA,PConc,GLQ,810,1536,GasA,Ex,Y,1536,1,0,3,0,2,0,3,1,Gd,7,0,2,Y,2008,Normal,214000
20,RL,91,14145,Reg,NWAmes,1Fam,1Story,7,7,1984,1998,Wd Sdng,Gd,TA,CBlock,ALQ,213,1208,GasA,Ex,Y,1621,1,0,3,0,2,0,3,1,Gd,8,0,2,Y,2006,Normal,202500
20,RL,66,12400,IR1,NAmes,1Fam,1Story,6,7,1958,1998,Wd Sdng,TA,TA,CBlock,Rec,585,1215,GasA,TA,Y,1215,0,0,1,0,1,0,3,1,TA,6,0,1,Y,2009,Normal,155000
60,RL,85,14191,Reg,Timber,1Fam,2Story,8,5,2002,2002,VinylSd,Gd,TA,PConc,Unf,0,967,GasA,Ex,Y,1908,0,0,2,1,2,1,4,1,Gd,9,0,2,Y,2010,Normal,202900
20,RH,60,8400,Reg,SawyerW,1Fam,1Story,4,4,1950,1950,Wd Sdng,Fa,Fa,CBlock,Unf,0,721,GasA,Gd,Y,841,0,0,1,0,1,0,2,1,TA,4,0,1,N,2009,Normal,82000
90,RL,NA,8544,Reg,NAmes,Duplex,1Story,3,4,1949,1950,Stucco,TA,TA,Slab,NA,0,0,Wall,Fa,N,1040,0,0,2,0,2,0,2,2,TA,6,0,2,Y,2006,Normal,87500
120,RL,63,8849,IR1,NridgHt,TwnhsE,1Story,9,5,2005,2005,MetalSd,Ex,TA,PConc,GLQ,28,1684,GasA,Ex,Y,1684,0,0,2,0,2,0,2,1,Ex,6,1,2,Y,2008,Normal,266000
160,RM,36,2592,Reg,MeadowV,TwnhsE,2Story,5,3,1976,1976,CemntBd,TA,TA,CBlock,Rec,129,536,GasA,TA,Y,1112,0,0,1,1,1,1,3,1,TA,4,0,1,Y,2010,Normal,85000
50,RL,65,6435,Reg,BrkSide,1Fam,1.5Fin,6,5,1939,1950,MetalSd,TA,TA,BrkTil,Unf,0,972,GasA,Gd,Y,1577,0,0,1,0,1,0,3,1,Fa,6,1,1,Y,2006,Normal,140200
20,RL,NA,12772,IR1,NAmes,1Fam,1Story,6,8,1960,1998,MetalSd,TA,Gd,CBlock,BLQ,498,958,GasA,TA,Y,958,0,0,1,0,1,0,2,1,TA,5,0,1,Y,2007,Normal,151500
20,RL,NA,17600,IR1,NAmes,1Fam,1Story,6,5,1960,1960,Wd Sdng,TA,TA,CBlock,BLQ,1270,1478,GasA,Ex,Y,1478,1,0,3,0,2,0,3,1,TA,6,2,2,Y,2009,Normal,157500
160,RL,36,2448,Reg,NridgHt,Twnhs,2Story,7,5,2003,2004,VinylSd,Gd,TA,PConc,GLQ,573,764,GasA,Ex,Y,1626,1,0,3,1,2,1,2,1,Gd,6,0,2,Y,2008,Normal,154000
60,RL,56,20431,IR2,NridgHt,1Fam,2Story,9,5,2005,2006,CemntBd,Ex,TA,PConc,GLQ,1410,1848,GasA,Ex,Y,2728,1,0,3,1,2,1,4,1,Ex,10,2,3,Y,2006,Partial,437154
120,RL,68,7820,IR1,NridgHt,TwnhsE,1Story,9,5,2007,2007,MetalSd,Ex,TA,PConc,Unf,0,1869,GasA,Ex,Y,1869,0,0,2,0,2,0,2,1,Ex,6,1,2,Y,2007,Partial,318061
120,RL,NA,5271,IR1,ClearCr,1Fam,1Story,7,5,1986,1986,Wd Sdng,TA,TA,PConc,GLQ,1082,1453,GasA,Gd,Y,1453,1,0,2,1,1,1,2,1,Gd,6,1,2,Y,2006,Abnorml,190000
50,RL,60,9084,Reg,Edwards,1Fam,1.5Fin,5,6,1941,1950,VinylSd,TA,TA,CBlock,LwQ,236,616,GasA,TA,N,1111,0,1,1,1,1,0,3,1,TA,5,0,1,Y,2008,Normal,95000
30,RM,60,8520,Reg,OldTown,1Fam,1Story,6,8,1928,2003,VinylSd,TA,Gd,BrkTil,Unf,0,624,GasA,Gd,Y,720,0,0,1,0,1,0,2,1,TA,5,0,2,Y,2010,Normal,105900
50,RL,60,8400,Reg,SWISU,1Fam,1.5Fin,6,5,1940,2000,Wd Sdng,TA,TA,CBlock,LwQ,388,940,GasA,Ex,Y,1595,0,0,1,0,1,0,2,1,TA,6,2,1,Y,2006,Normal,140000
20,RL,105,11249,IR2,CollgCr,1Fam,1Story,6,5,1995,1995,VinylSd,Gd,Gd,PConc,ALQ,334,1200,GasA,Ex,Y,1200,1,0,3,0,2,0,3,1,Gd,6,0,2,Y,2007,Normal,177500
20,RL,NA,9248,IR1,Gilbert,1Fam,1Story,6,6,1992,1992,HdBoard,TA,TA,PConc,GLQ,560,1158,GasA,Gd,Y,1167,1,0,3,0,2,0,3,1,Gd,6,0,2,Y,2009,Normal,173000
120,RM,44,4224,Reg,MeadowV,TwnhsE,1Story,5,5,1976,1976,CemntBd,TA,TA,PConc,ALQ,874,1142,GasA,TA,Y,1142,1,0,2,1,1,1,3,1,TA,6,1,2,Y,2007,Normal,134000
80,RL,92,6930,IR1,ClearCr,1Fam,SLvl,5,4,1958,1958,Wd Sdng,TA,TA,CBlock,BLQ,300,1062,GasA,Ex,Y,1352,0,1,1,1,1,0,3,1,Gd,6,0,1,Y,2006,Abnorml,130000
60,RL,78,12011,IR1,NoRidge,1Fam,2Story,8,5,1998,1998,VinylSd,Gd,TA,PConc,GLQ,956,1086,GasA,Ex,Y,1924,1,0,3,1,2,1,3,1,Gd,7,1,2,Y,2006,Normal,280000
85,RL,NA,7540,IR1,Mitchel,1Fam,SFoyer,6,6,1978,1978,VinylSd,TA,TA,CBlock,GLQ,773,888,GasA,Ex,Y,912,1,0,2,0,1,0,2,1,TA,5,1,2,Y,2007,Normal,156000
50,RL,NA,9144,Reg,BrkSide,1Fam,1.5Fin,5,5,1940,1982,MetalSd,TA,TA,CBlock,Rec,399,883,GasA,Gd,Y,1505,1,0,2,0,1,0,3,1,TA,8,0,1,N,2008,Normal,145000
85,RL,64,7301,Reg,Edwards,1Fam,SFoyer,7,5,2003,2003,HdBoard,Gd,TA,Slab,NA,0,0,GasA,Ex,Y,1922,0,0,3,0,3,0,4,1,Gd,7,1,2,Y,2009,Normal,198500
160,RM,21,1680,Reg,BrDale,Twnhs,2Story,6,8,1972,2007,HdBoard,TA,TA,CBlock,ALQ,162,483,GasA,Gd,Y,987,0,0,1,1,1,1,2,1,Gd,5,0,1,Y,2009,Normal,118000
60,RL,NA,18800,IR1,NWAmes,1Fam,2Story,6,5,1976,1976,HdBoard,TA,TA,PConc,GLQ,712,796,GasA,TA,Y,1574,1,0,3,1,2,1,3,1,TA,6,1,2,Y,2006,Normal,190000
70,RM,59,10690,Reg,IDOTRR,1Fam,2Story,5,7,1920,1997,VinylSd,TA,Gd,CBlock,Rec,456,672,GasA,Gd,Y,1344,0,0,1,0,1,0,3,1,TA,6,0,1,Y,2009,Normal,147000
20,RL,NA,9500,IR1,NAmes,1Fam,1Story,6,5,1963,1963,Plywood,TA,TA,CBlock,BLQ,609,1394,GasA,Gd,Y,1394,1,0,2,1,1,1,3,1,TA,6,2,2,Y,2009,Normal,159000
80,RL,101,9150,IR1,NAmes,1Fam,SLvl,6,5,1962,1962,Plywood,TA,TA,CBlock,GLQ,371,1099,GasA,Gd,Y,1431,0,1,1,1,1,0,3,1,TA,6,1,1,Y,2008,Normal,165000
20,RL,78,7800,Reg,NAmes,1Fam,1Story,5,6,1954,1954,HdBoard,TA,TA,PConc,LwQ,540,1268,GasA,Gd,Y,1268,0,0,1,0,1,0,2,1,TA,7,1,1,Y,2010,Normal,132000
20,RL,NA,9830,IR1,NAmes,1Fam,1Story,5,7,1959,2006,Wd Sdng,TA,Gd,CBlock,ALQ,72,1063,GasA,Ex,Y,1287,1,0,2,0,1,0,3,1,Gd,7,1,2,Y,2010,Normal,162000
60,RL,NA,8121,IR1,Gilbert,1Fam,2Story,6,5,2000,2000,VinylSd,TA,TA,PConc,Unf,0,953,GasA,Ex,Y,1664,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2006,Normal,172400
50,RL,80,17120,Reg,ClearCr,1Fam,1.5Fin,4,4,1959,1959,WdShing,TA,TA,CBlock,NA,0,0,GasA,TA,Y,1588,0,0,2,0,2,0,4,1,TA,7,1,2,N,2008,Normal,134432
120,RL,50,7175,Reg,SawyerW,TwnhsE,1Story,6,5,1984,1984,Plywood,TA,TA,CBlock,ALQ,623,744,GasA,TA,Y,752,1,0,2,0,1,0,2,1,TA,4,0,1,Y,2010,Normal,125000
20,RL,79,10634,Reg,NAmes,1Fam,1Story,5,6,1953,1953,MetalSd,TA,TA,PConc,BLQ,428,608,GasA,TA,Y,1319,1,0,2,0,1,0,3,1,TA,5,0,1,Y,2009,Normal,123000
60,RL,65,8200,Reg,CollgCr,1Fam,2Story,7,5,2003,2004,VinylSd,Gd,TA,PConc,Unf,0,847,GasA,Ex,Y,1928,0,0,2,1,2,1,4,1,Gd,8,1,2,Y,2007,Normal,219500
30,RL,NA,10020,IR1,Edwards,1Fam,1Story,1,1,1922,1950,Wd Sdng,Fa,Fa,BrkTil,BLQ,350,683,GasA,Gd,N,904,1,0,1,1,0,1,1,1,Fa,4,0,0,Y,2009,Normal,61000
85,RL,57,8846,IR1,CollgCr,1Fam,SFoyer,5,5,1996,1996,VinylSd,Gd,TA,PConc,GLQ,298,870,GasA,Ex,Y,914,0,0,1,0,1,0,2,1,TA,5,0,2,Y,2006,Normal,148000
60,FV,102,11143,IR1,Somerst,1Fam,2Story,8,5,2004,2005,CemntBd,Gd,TA,PConc,Unf,0,1580,GasA,Ex,Y,2466,0,0,3,0,3,0,4,1,Gd,8,1,2,Y,2007,Normal,340000
20,RL,88,11394,Reg,StoneBr,1Fam,1Story,9,2,2010,2010,VinylSd,Gd,TA,PConc,GLQ,1445,1856,GasA,Ex,Y,1856,1,0,2,1,1,1,1,1,Ex,8,1,3,Y,2010,Partial,394432
60,RL,60,8123,IR1,Gilbert,1Fam,2Story,6,5,2000,2000,VinylSd,TA,TA,PConc,Unf,0,982,GasA,Ex,Y,1800,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2009,Normal,179000
50,RL,50,5000,Reg,SWISU,1Fam,1.5Fin,5,6,1924,1950,BrkFace,TA,TA,BrkTil,LwQ,218,1026,GasA,TA,Y,1691,0,0,2,0,2,0,3,1,Gd,6,1,1,Y,2010,Normal,127000
20,FV,60,7200,Reg,Somerst,1Fam,1Story,7,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,1293,GasA,Ex,Y,1301,1,0,3,0,2,0,2,1,Gd,5,1,2,Y,2006,Partial,187750
60,RL,79,9245,IR1,CollgCr,1Fam,2Story,7,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,939,GasA,Ex,Y,1797,0,0,2,1,2,1,3,1,Gd,8,0,2,Y,2007,Normal,213500
45,RH,60,9000,Reg,SawyerW,1Fam,1.5Unf,6,3,1928,1950,Wd Sdng,TA,TA,BrkTil,Unf,0,784,GasA,TA,N,784,0,0,1,0,1,0,2,1,TA,5,0,2,N,2009,Normal,76000
60,RL,NA,53107,IR2,ClearCr,1Fam,2Story,6,5,1992,1992,HdBoard,Gd,TA,PConc,GLQ,985,1580,GasA,Ex,Y,1953,1,0,3,1,2,1,3,1,Gd,9,2,2,Y,2007,Normal,240000
120,RL,43,3182,Reg,Blmngtn,TwnhsE,1Story,8,5,2004,2005,VinylSd,Gd,TA,PConc,GLQ,24,1256,GasA,Ex,Y,1269,0,0,2,0,2,0,2,1,Gd,6,1,2,Y,2010,Normal,192000
50,RL,58,8410,Reg,Edwards,1Fam,1.5Fin,5,3,1910,1996,Wd Sdng,TA,Fa,PConc,Unf,0,658,GasA,TA,Y,1184,0,0,1,0,1,0,5,1,TA,8,0,0,N,2006,AdjLand,81000
80,RL,72,7200,Reg,Edwards,1Fam,SLvl,6,6,1976,1976,MetalSd,TA,TA,CBlock,ALQ,631,1041,GasA,Ex,Y,1125,1,0,2,0,1,0,3,1,TA,6,1,1,Y,2009,Abnorml,125000
20,RL,93,9382,IR1,CollgCr,1Fam,1Story,7,5,1999,2000,VinylSd,Gd,TA,PConc,Unf,0,1468,GasA,Ex,Y,1479,0,0,2,0,2,0,3,1,Gd,6,0,2,Y,2008,Normal,191000
60,RL,96,12474,Reg,NridgHt,1Fam,2Story,10,5,2007,2008,VinylSd,Ex,TA,PConc,GLQ,1280,1682,GasA,Ex,Y,2332,1,0,3,1,2,1,3,1,Ex,9,1,3,Y,2008,Partial,426000
50,RL,50,8405,Reg,Edwards,1Fam,1.5Fin,5,8,1900,1950,MetalSd,TA,TA,BrkTil,Rec,241,861,GasA,Ex,Y,1367,1,0,2,0,1,0,4,1,TA,7,0,1,Y,2008,Normal,119000
60,RL,71,12209,IR1,Mitchel,1Fam,2Story,6,5,2001,2002,VinylSd,TA,TA,PConc,ALQ,690,804,GasA,Ex,Y,1961,1,0,3,1,2,1,3,1,Gd,7,1,2,Y,2009,Normal,215000
20,RL,NA,8339,IR1,NAmes,1Fam,1Story,5,7,1959,1959,MetalSd,TA,TA,Slab,NA,0,0,GasA,TA,Y,882,0,0,1,0,1,0,3,1,TA,5,0,1,Y,2007,Normal,106500
30,RL,NA,7446,Reg,BrkSide,1Fam,1Story,4,5,1941,1950,WdShing,TA,TA,CBlock,Rec,266,788,GasA,TA,Y,788,0,0,1,0,1,0,2,1,TA,4,2,0,Y,2006,Abnorml,100000
50,RL,60,10134,Reg,OldTown,1Fam,1.5Fin,5,6,1940,1950,MetalSd,TA,TA,CBlock,Unf,0,735,GasA,Gd,Y,1034,0,0,1,0,1,0,2,1,TA,5,0,1,Y,2007,Normal,109000
20,RL,68,9571,Reg,Edwards,1Fam,1Story,5,6,1956,1956,Wd Sdng,TA,TA,CBlock,BLQ,739,1144,GasA,TA,Y,1144,1,0,2,0,1,0,3,1,TA,6,0,1,Y,2010,Normal,129000
20,RL,60,7200,Reg,CollgCr,1Fam,1Story,5,5,1972,1972,MetalSd,TA,TA,CBlock,Rec,777,894,GasA,TA,Y,894,0,0,1,0,1,0,2,1,TA,6,0,2,Y,2009,Normal,123000
60,RL,69,7590,Reg,NAmes,1Fam,2Story,5,5,1962,1962,VinylSd,TA,TA,CBlock,ALQ,540,864,GasA,TA,Y,1812,0,0,2,0,2,0,4,1,TA,8,1,1,Y,2007,Normal,169500
30,RM,60,8967,Reg,IDOTRR,1Fam,1Story,5,2,1920,1950,MetalSd,TA,Fa,BrkTil,Unf,0,961,GasA,Gd,Y,1077,0,0,1,0,1,0,2,1,TA,6,0,1,N,2007,Abnorml,67000
60,FV,65,8125,Reg,Somerst,1Fam,2Story,7,5,2006,2007,CemntBd,Gd,TA,PConc,GLQ,812,1092,GasA,Ex,Y,1550,1,0,3,0,2,0,2,1,Gd,7,0,2,Y,2009,Normal,241000
120,RL,38,14963,IR2,Veenker,TwnhsE,1Story,8,5,1996,1996,BrkFace,Gd,TA,PConc,GLQ,786,1260,GasA,Ex,Y,1288,1,0,2,1,1,1,1,1,Ex,4,2,2,Y,2008,Normal,245500
20,RL,65,8767,IR1,CollgCr,1Fam,1Story,7,5,2005,2005,VinylSd,Gd,TA,PConc,GLQ,24,1310,GasA,Ex,Y,1310,0,0,2,0,2,0,3,1,Gd,6,1,2,Y,2006,Partial,164990
30,RL,60,10200,Reg,Sawyer,1Fam,1Story,5,8,1940,1997,Wd Sdng,TA,TA,PConc,Unf,0,672,GasA,Ex,Y,672,0,0,1,0,1,0,2,1,TA,4,0,1,N,2008,Normal,108000
60,RL,93,12090,Reg,NoRidge,1Fam,2Story,8,5,1998,1998,VinylSd,Gd,TA,PConc,Unf,0,1141,GasA,Gd,Y,2263,0,0,2,1,2,1,4,1,Gd,10,1,2,Y,2006,Abnorml,258000
60,RL,NA,10364,IR1,Gilbert,1Fam,2Story,6,5,1995,1996,MetalSd,TA,TA,PConc,Unf,0,806,GasA,Gd,Y,1572,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2007,Normal,168000
20,RL,NA,9991,IR1,Sawyer,1Fam,1Story,4,4,1976,1993,Plywood,TA,TA,CBlock,BLQ,1116,1281,GasA,Ex,Y,1620,1,0,3,0,2,0,3,1,TA,8,1,2,Y,2009,Normal,150000
50,RL,51,10480,Reg,SWISU,1Fam,1.5Fin,6,5,1936,1950,MetalSd,TA,TA,BrkTil,Unf,0,1064,GasA,Ex,Y,1639,0,0,1,0,1,0,3,1,TA,6,0,1,Y,2008,Normal,115000
70,RL,63,15576,Reg,Crawfor,1Fam,2Story,6,7,1915,1976,Wd Sdng,TA,TA,BrkTil,Unf,0,840,GasA,Ex,Y,1680,0,0,2,0,2,0,4,1,TA,8,0,1,Y,2008,Normal,177000
60,RL,109,14154,Reg,NridgHt,1Fam,2Story,7,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,1063,GasA,Ex,Y,2172,0,0,2,1,2,1,3,1,Gd,9,1,3,Y,2007,Partial,280000
60,FV,85,10800,Reg,Somerst,1Fam,2Story,8,5,2007,2008,VinylSd,Gd,TA,PConc,GLQ,789,1034,GasA,Ex,Y,2078,1,0,3,1,2,1,3,1,Ex,8,1,3,Y,2008,Partial,339750
20,RL,68,9571,Reg,Edwards,1Fam,1Story,5,3,1958,1958,BrkComm,TA,Fa,CBlock,Unf,0,1276,GasA,TA,Y,1276,0,0,1,0,1,0,3,1,TA,5,0,1,Y,2009,Abnorml,60000
190,RL,100,34650,Reg,Gilbert,2fmCon,1Story,5,5,1955,1955,Wd Sdng,TA,TA,CBlock,Rec,1056,1056,GasA,TA,N,1056,1,0,2,0,1,0,3,1,TA,5,0,2,Y,2006,Normal,145000
20,FV,NA,4403,IR2,Somerst,1Fam,1Story,7,5,2009,2009,MetalSd,Ex,TA,PConc,GLQ,578,1470,GasA,Ex,Y,1478,1,0,3,1,2,1,2,1,Gd,7,1,2,Y,2010,Partial,222000
30,RM,56,8960,Reg,OldTown,1Fam,1Story,5,6,1927,1950,WdShing,TA,TA,CBlock,Unf,0,1008,GasA,Gd,Y,1028,0,0,1,0,1,0,2,1,TA,5,1,2,Y,2010,Normal,115000
60,RL,59,11228,IR2,SawyerW,1Fam,2Story,7,5,1993,1993,VinylSd,Gd,TA,PConc,BLQ,50,1080,GasA,Ex,Y,2097,0,1,2,2,2,1,3,1,Gd,9,1,3,Y,2008,Normal,228000
20,RL,73,8899,IR1,Gilbert,1Fam,1Story,7,5,2007,2007,VinylSd,Gd,TA,PConc,GLQ,24,1340,GasA,Ex,Y,1340,0,0,2,0,2,0,3,1,Gd,6,0,2,Y,2007,Partial,181134
60,RL,74,7844,Reg,Sawyer,1Fam,2Story,6,7,1978,1978,HdBoard,TA,TA,CBlock,ALQ,209,672,GasA,TA,Y,1400,0,0,1,1,1,1,3,1,TA,6,1,2,Y,2006,Normal,149500
70,RL,86,22420,IR1,Crawfor,1Fam,2Story,6,6,1918,1950,Wd Sdng,TA,TA,BrkTil,BLQ,1128,1370,GasW,TA,N,2624,1,0,3,1,2,1,4,1,TA,10,1,3,N,2007,Normal,239000
50,RL,60,8160,Reg,Edwards,1Fam,1.5Fin,5,6,1940,1950,MetalSd,TA,TA,BrkTil,ALQ,312,756,GasA,Fa,N,1134,1,0,2,1,1,1,3,1,TA,7,0,1,P,2007,AdjLand,126000
20,RL,65,8450,Reg,NAmes,1Fam,1Story,5,6,1968,1968,VinylSd,TA,TA,CBlock,BLQ,775,1056,GasA,Ex,Y,1056,1,0,2,0,1,0,3,1,TA,6,1,1,Y,2010,Normal,142000
90,RM,78,7060,Reg,Mitchel,Duplex,SFoyer,7,5,1997,1998,VinylSd,TA,Gd,PConc,GLQ,1309,1344,GasA,Ex,Y,1344,2,0,4,0,2,0,2,2,TA,8,0,4,Y,2008,Alloca,206300
20,RL,NA,16635,IR1,NWAmes,1Fam,1Story,6,7,1977,2000,CemntBd,Gd,TA,CBlock,ALQ,1246,1602,GasA,Gd,Y,1602,0,1,2,1,2,0,3,1,Gd,8,1,2,Y,2009,Normal,215000
20,RL,100,21750,Reg,Mitchel,1Fam,1Story,5,5,1954,1954,HdBoard,TA,TA,CBlock,Unf,0,988,GasA,Ex,Y,988,0,0,1,0,1,0,2,1,TA,4,0,2,N,2008,Normal,113000
60,RL,80,9200,Reg,NoRidge,1Fam,2Story,8,5,1998,1998,VinylSd,Gd,TA,PConc,GLQ,986,1470,GasA,Gd,Y,2630,1,0,3,1,2,1,4,1,Gd,8,1,3,Y,2008,Normal,315000
20,RL,72,9000,Reg,NAmes,1Fam,1Story,6,5,1956,1956,Wd Sdng,TA,TA,CBlock,LwQ,616,1196,GasA,Gd,Y,1196,1,0,2,0,1,0,2,1,TA,6,1,1,Y,2008,Normal,139000
60,RM,60,3378,Reg,OldTown,1Fam,2Story,7,8,1946,1992,HdBoard,TA,Gd,CBlock,Unf,0,651,GasA,Gd,Y,1389,0,0,1,1,1,1,3,1,TA,6,2,1,P,2009,Normal,135000
